Cava,Puntuació,id,Municipi,id_cava
MarangonaItàlia,5.3,230836,,8751
MarionFrança (champagne),5.3,139373,,2220
Casarena Bodegas y ViñerosArgentina,5.3,164438,,7563
VivilleFrança (champagne),5.3,62442,,2658
"Crété, DominiqueFrança (champagne)",5.29,217779,,6967
"Simon, AdrienFrança (champagne)",5.29,141049,,6966
"Vautrin, Pere & FilsFrança (champagne)",5.28,101567,,5766
La Collina delle FateItàlia,5.28,167005,,7678
Domaine des RochettesFrança (mousseux),5.28,65566,,4867
Clos de TsampéhroSuïssa,5.28,240956,,8123
Porgeon et FilsFrança (champagne),5.28,76282,,5141
"Krier, MaryseFrança (champagne)",5.28,56483,,5700
"Rafflin, RémiFrança (champagne)",5.28,62304,,4141
Martin N.G.França (champagne),5.28,223656,,7564
SidraLituània,5.28,164403,,7559
Van de WoestyneFrança (champagne),5.28,74566,,2609
"Couvent, JulienFrança (champagne)",5.28,120961,,6264
Lapie - GabreauFrança (champagne),5.28,201691,,6142
"Lepitre, Vve M,França (champagne)",5.28,10528,,5171
CardinalItàlia,5.28,35364,,2802
Bourmault - AvizeFrança (champagne),5.28,114242,,3868
La Cote de VincentFrança (mousseux),5.28,80881,,6685
Ca' Salina Soc. Agr.Itàlia,5.28,227864,,8410
SidraRepública Txeca,5.28,164120,,7558
"Braux, FrédéricFrança (champagne)",5.28,78045,,1536
Moussé ClaudeFrança (champagne),5.28,240473,,8901
CiastellardiItàlia,5.28,27462,,2830
Creaura - M,5.28,221684,BARCELONA,8365
Tenimenti GriegoItàlia,5.28,178511,,7968
Cantine MadaudoItàlia,5.28,141990,,6988
AnsonFrança (champagne),5.28,115270,,6118
Josse ClaudeFrança (champagne),5.28,217047,,1055
Pra' De Oro TenutaItàlia,5.28,220174,,3344
Los FlaneursArgentina,5.28,164436,,7562
La Vecchia CantinaItàlia,5.28,215806,,5771
Leblond LucienFrança (champagne),5.28,174641,,7857
"Gouthiere, GérardFrança (champagne)",5.28,39344,,6765
So SecretFrança (champagne),5.28,95977,,5686
"Dravigny, HervéFrança (champagne)",5.28,58146,,5043
PavòItàlia,5.28,231297,,8773
Vigneto VecioItàlia,5.28,181176,,7971
BarbagliaItàlia,5.28,162776,,7515
Masseria PiccirilloItàlia,5.28,213834,,4631
Gallo Az. AgricolaItàlia,5.28,236012,,8828
LalucaItàlia,5.28,167000,,7676
Ridge VineyardsEstats Units d'Amèrica,5.28,109834,,6425
PDCItàlia,5.28,177171,,7884
Kat. KennedyEstats Units d'Amèrica,5.28,130337,,7389
StockItàlia,5.28,61850,,3160
Gites de FranceFrança (champagne),5.28,150937,,7246
PérardelFrança (champagne),5.28,13705,,2360
AmeliaFrança (mousseux),5.28,169229,,8980
"Lacourte, J. P.França (champagne)",5.28,100652,,3991
Bricchi Astigiani PoderiItàlia,5.28,174433,,7874
TeanumItàlia,5.28,165937,,7610
Autonòmiques no Registrades,5.28,255128,,4360
Chateau AskanaGeòrgia,5.28,227601,,8755
Gustave GoussardFrança (champagne),5.28,144637,,7077
Vinchio VaglioItàlia,5.28,221268,,2749
Prat-PeslierFrança (champagne),5.28,83269,,8084
Vin de SavoieFrança (mousseux),5.28,152808,,7291
Le Grotte CantinaItàlia,5.28,178545,,7964
Alla CampagnolaItàlia,5.28,126147,,6374
DamianiItàlia,5.28,178468,,7946
ColombardaItàlia,5.28,128717,,6554
Cantina Udo FarmItàlia,5.28,172825,,8136
Hic et NuncItàlia,5.28,174677,,7845
Collard LucienFrança (champagne),5.28,144638,,7865
Voge AlainFrança (mousseux),5.28,179487,,7974
Dolomis TenutaItàlia,5.28,253545,,9155
Manara Azienda AgricolaItàlia,5.28,215717,,3807
Domaine MigotFrança (mousseux),5.28,160147,,7473
Podere ForteItàlia,5.28,137353,,6868
Roux & FilsFrança (mousseux),5.28,154210,,7357
Domaine BenastreFrança (mousseux),5.28,63451,,967
"Phlipaux, ChristelleFrança (champagne)",5.28,142618,,7025
Villa GiustinianiItàlia,5.28,227360,,8397
XL VinesFrança (champagne),5.28,103632,,4704
Ashling ParkRegne Unit,5.28,181359,,1614
Abingdon EstSud-àfrica,5.28,185382,,8059
Pisan-BattèlItàlia,5.28,218188,,7066
Perusini  Az. Agr.Itàlia,5.28,218662,,5806
"Delong, MarleneFrança (champagne)",5.28,158196,,7439
TanazacqFrança (champagne),5.28,140192,,7085
Finca SopheniaArgentina,5.28,140739,,6979
De Vigili CantinaItàlia,5.28,249710,,9074
Spinelli TenutaItàlia,5.28,115487,,6437
Villa SalettaItàlia,5.28,114692,,6433
Fattoria di MontechiariItàlia,5.28,158474,,7451
Perrard DenisFrança (champagne),5.28,200697,,2362
Lombardi StéphaneFrança (champagne),5.28,234775,-,4126
Legrand - MondetFrança (champagne),5.28,82604,,5265
Club Vins et PrivilègesFrança (champagne),5.28,47960,,4376
Meine FreiheitAlemanya,5.28,253424,,9154
Cantina Colli Della MurgiaItàlia,5.28,140245,,6925
IrvineAustràlia,5.28,5234,,1145
Rousseau FrèresFrança (mousseux),5.28,216302,,6560
BalloneraItàlia,5.28,230799,,8752
Punkarra,5.28,205133,,8739
JeandonFrança (champagne),5.28,104043,,5855
Vuattier-Lasson.França (champagne),5.27,24092,,8178
"Vauthier, YannickFrança (champagne)",5.23,28952,,2620
"Carre, DidierFrança (champagne)",5.23,57698,,4693
PollantruFrança (champagne),5.23,12847,,3724
"Huguet, PatriciaFrança (champagne)",5.23,141014,,6962
Dondelinger BrouckaertFrança (champagne),5.18,21954,,3375
Coutelas Angelique et DamienFrança (champagne),5.17,175424,,7852
"Batillet, GuyFrança (champagne)",5.16,136380,,6100
Genèriques - Familles - Les Pétits Bouchons i altresFrança (champagne),5.15,36404,,8139
"Fir, StéphaneFrança (champagne)",5.14,119274,,6470
Assailly - CharlotFrança (champagne),5.14,73573,,3828
Guyot - PlittFrança (champagne),5.1,47386,,1980
"Savart, GuyFrança (champagne)",5.08,75059,,5125
Prunet - GuinardFrança (champagne),5.08,63126,,3623
Collot - BeauvaletFrança (champagne),5.08,196424,,5541
"Leboeuf, JöelFrança (champagne)",5.07,77911,,5167
"Adam, EstelleFrança (champagne)",5.04,78623,,5446
Lignier - MoreauFrança (champagne),5.04,230751,,2174
Bression - LourdeauxFrança (champagne),5.04,124801,,6358
CentinariItàlia,5.04,218578,,1321
Dolianova CantineItàlia,5.04,171309,,7771
Tenuta degli AngeliItàlia,5.04,141587,,6969
Conti Passerin d'EntrevesItàlia,5.04,178424,,7945
Bellani MarcoItàlia,5.04,124972,,2736
"Deguy, Jean CédricFrança (champagne)",5.04,81350,,5232
Beaufort Arnaud et filsFrança (champagne),5.03,150661,,7241
"Charpentier, DidierFrança (champagne)",5.02,103609,,5616
PlançonFrança (champagne),5.02,89376,,2393
"Pienne, AndréFrança (champagne)",5.01,96318,,5606
"Pierre, ChristopheFrança (champagne)",5.0,134226,,6760
"Lefevre, ChristopheFrança (champagne)",5.0,167760,,4639
Le Brun Jean-ClaudeFrança (champagne),4.99,169876,,7731
Sonnet - GillotFrança (champagne),4.98,191656,,5194
"Demay, DidierFrança (champagne)",4.97,154251,,6210
"De Carlini, RFrança (champagne)",4.96,26254,,3937
PitersFrança (mousseux),4.93,132736,,1031
Arnoult - RuelleFrança (champagne),4.92,199991,,5566
Cipriani DrinksItàlia,4.91,240769,,8922
MareignerFrança (champagne),4.9,87593,,2217
Loriot XavierFrança (champagne),4.89,168328,,7700
"Prieur, Ch. et A.França (champagne)",4.88,116778,,6443
"Schmitt, MFrança (champagne)",4.88,78517,,5445
Millon P & R.França (champagne),4.88,53159,,1626
BatillotFrança (champagne),4.87,87004,,1434
Phlipaux Pere & FilsFrança (champagne),4.87,224864,,7280
Peligri PierreFrança (champagne),4.87,126156,,7659
GrecoItàlia,4.87,15116,,2941
Valton Patrice et FilsFrança (champagne),4.87,226566,,8381
"Saintot, YvesFrança (champagne)",4.87,149717,,5366
Cantoni GuerletFrança (champagne),4.87,148898,,7210
Domaine de Sainte AnneFrança (mousseux),4.85,149515,,6188
Perrot - BatteuxFrança (champagne),4.84,102013,,4728
Bergeres Les VertusFrança (champagne),4.84,133841,,6020
Bartho Eksteen WinerySud-àfrica,4.84,216030,,4545
Albans d'AulbeFrança (champagne),4.84,140873,,6947
Lhopital-TripetFrança (champagne),4.84,168465,,7702
"Sogny, Jean MarieFrança (champagne)",4.84,156351,,7408
"Thuillier, RenéFrança (champagne)",4.83,79241,,5185
Bigault Charles & JennyFrança (champagne),4.83,235794,,2948
"Charpentier, AndréFrança (champagne)",4.82,20896,,3900
"Verdiere,  LaFrança (champagne)",4.82,75523,,4034
Prioux PaulFrança (champagne),4.81,16896,,7828
Marguery,4.8,4460,-,591
Berru (Cooperative)França (champagne),4.8,200053,,8805
"Vignier, J.França (champagne)",4.79,130785,,6641
BouquetFrança (champagne),4.79,167680,,7402
Husson Leon et FilsFrança (champagne),4.79,134625,,8078
MooiplaasSud-àfrica,4.79,98079,,5815
La Serra ViniItàlia,4.79,179813,,7954
FerrocintoItàlia,4.79,180917,,7098
Rizzi Luigino E Claudio Soc. Agr.Itàlia,4.79,246834,,9007
CaillouFrança (mousseux),4.79,25327,,926
"Augé, FrançoisFrança (champagne)",4.79,32370,,3783
Boerl & KroffFrança (champagne),4.79,211932,,7381
CherganFrança (champagne),4.79,18435,,1618
"Grilliat A, et FilsFrança (champagne)",4.77,104391,,4665
"Lamblot, PatrickFrança (champagne)",4.76,24885,,2090
Unione Cant. Soc. ModenaItàlia,4.76,84825,,3198
Pébe'l PierrickFrança (champagne),4.76,74708,,5663
Bonnet - LeconteFrança (champagne),4.75,221144,,8008
Crété-ChamberlinFrança (champagne),4.75,242630,,8938
Altos las HormigasArgentina,4.75,141530,,6981
OlivetFrança (champagne),4.75,47131,,2322
Gurrieri CantinaItàlia,4.75,220453,,8106
Marie le BrunFrança (champagne),4.75,147827,,1740
Beatrix de GimbresFrança (champagne),4.75,222812,,7192
"Maillet, SébastienFrança (champagne)",4.75,69502,,4999
"Gilmaire, EtienneFrança (champagne)",4.74,88625,,6405
LuxorFrança (champagne),4.74,67091,,7059
Gauthier SylvainFrança (champagne),4.74,165708,,7600
Oeno-ConceptFrança (champagne),4.74,53160,,5954
SapienceFrança (champagne),4.74,217913,,3275
SidraPolinèsia francesa,4.74,130000,,6645
Dabeni LucaItàlia,4.74,151237,,7250
Eymery ChristopheFrança (champagne),4.74,233022,,8801
Prié FabienneFrança (champagne),4.74,128436,,8080
Hatt et SonerFrança (champagne),4.74,121805,,6278
Four PawsSud-àfrica,4.74,180309,,7955
Terra Argillosa CantinaItàlia,4.74,218580,,7877
Il PollenzaItàlia,4.74,153657,,7330
Fattoria Sant'AppianoItàlia,4.74,176095,,8099
Fleurs de PrairieFrança (mousseux),4.74,246374,,8989
BolieuFrança (champagne),4.74,227783,,8413
FinesparklingÀustria,4.74,202286,,5894
Teboll (Llobet),4.74,109793,-,5997
Sonnette JacquesFrança (champagne),4.74,182612,,8004
South Coast WineryEstats Units d'Amèrica,4.74,47053,,4335
Feudo ArancioItàlia,4.74,150043,,7225
Honoré de FauburgFrança (mousseux),4.74,120925,,6259
Wine CrimeRepública de Moldàvia,4.74,254773,,9178
Bodegas Dom del PlataArgentina,4.74,146323,,7135
Il Poggione TenutaItàlia,4.74,153423,,7320
SedlescombeRegne Unit,4.74,151517,,7286
Henriet MichelFrança (champagne),4.74,152441,,7292
BoidoItàlia,4.74,8772,,5187
Fretiveau Pierre deFrança (champagne),4.74,145126,,8267
Gaiffe - BrunFrança (champagne),4.74,135765,,6792
Ivaldi DarioItàlia,4.74,184053,,8014
Guillemot MichelFrança (mousseux),4.74,242107,,8939
Sea SmokeEstats Units d'Amèrica,4.74,132626,,6686
Quinta da MurtaPortugal,4.74,178275,,7919
Cantina BottenagoItàlia,4.74,222790,,2905
RagouillauxFrança (champagne),4.74,35570,,2449
BaldettiItàlia,4.74,170342,,7766
Collefrisio CantinaItàlia,4.74,148754,,7184
Monte Alto Az. Agr.Itàlia,4.74,231178,,8767
Consorzio del GardaItàlia,4.74,158867,,7487
Reggia Leone SpumantiItàlia,4.74,249449,,9062
Mirabello Az. Agr.Itàlia,4.74,204680,,1872
Mion Az. AgrItàlia,4.74,178506,,7967
Couronne PolFrança (champagne),4.74,216400,,1047
MeliniItàlia,4.74,17691,,3015
Meerendal Wine StateSud-àfrica,4.74,134557,,8132
Mastroeni Bodegas y ViñedosArgentina,4.74,225715,-,3289
Viña MillamanXile,4.74,97992,,5819
Bel Colle CantinaItàlia,4.74,255926,,9196
SugrueRegne Unit,4.74,188456,,8283
DahmsAlemanya,4.74,235282,-,4509
Rive del BacioItàlia,4.74,227358,,8396
Bruzzone AndreaItàlia,4.74,148729,,7190
GuiniotFrança (champagne),4.74,135250,,6785
Romagnoli Az. Agr.Itàlia,4.74,215485,,7815
Vignerons de SérignanFrança (mousseux),4.74,217773,,1141
BroccaneraItàlia,4.74,128527,,6638
Vigneto del MonticelloItàlia,4.74,64555,,3217
LutunFrança (champagne),4.74,156537,,7425
Cantina del MoglieseItàlia,4.74,11269,,2795
Nautilus EstateNova Zelanda,4.74,13099,,1333
StiglerAlemanya,4.74,250180,,9087
Vaiot PoderiItàlia,4.74,236026,,8832
Pirou AugusteFrança (mousseux),4.74,168934,,7729
CastoraniItàlia,4.74,109703,,6851
Cave OedoriaFrança (mousseux),4.74,141671,,6985
Transit FarmItàlia,4.74,111512,,6035
"Godin, P.F.França (champagne)",4.74,18019,,1939
Pian Delle VetteItàlia,4.74,225246,,8991
PodamerCanadà,4.74,5268,,1271
Cazou CasauxArgentina,4.74,142051,,6977
Celce-LegrainFrança (champagne),4.74,144953,,7116
Cellier Leonard de VinciFrança (mousseux),4.74,247442,,9033
Penfolds WinesAustràlia,4.74,104280,,1151
Cesura Melie WineItàlia,4.74,218316,,8350
Casali TenutaItàlia,4.74,171306,,7769
Pavese Ermes Az. Vit.Itàlia,4.74,231179,,8765
Casa Vinicola LucaRepública de Moldàvia,4.74,254772,,9175
Patrizia CadoreItàlia,4.74,228437,,8442
Chaplin (Restaurant)França (champagne),4.74,49925,,8092
Trump WineryEstats Units d'Amèrica,4.74,141930,,8280
ParigotFrança (mousseux),4.74,255012,,9182
Chateau Grand BariEslovàquia,4.74,222552,,2884
Oudiette et FillesFrança (champagne),4.74,248280,,9041
Prime Alture WineryItàlia,4.74,251595,,9117
Carretta TenutaItàlia,4.74,179606,,8098
"Prokes, KamilRepública Txeca",4.74,248912,,9081
Grandi ViniItàlia,4.74,27567,,2937
Vignoble Robert AlainFrança (mousseux),4.74,184898,,8021
AvideItàlia,4.74,158793,,7459
Le Rive di BellussiItàlia,4.74,214036,,2437
Domaine CailletetFrança (mousseux),4.74,167253,,7691
La BorderieFrança (champagne),4.74,252219,,9131
Viña Concha y ToroXile,4.74,199921,,6903
La MesmaItàlia,4.74,215440,,1589
La Pieve TenutaItàlia,4.74,163057,,7899
La Nona PietraItàlia,4.74,167762,,7694
SagnelongeFrança (champagne),4.74,53229,,2519
Levron-VincenotFrança (mousseux),4.74,144888,,7082
"Haertel, RalfAlemanya",4.74,202283,,1803
ScaviaAurumItàlia,4.74,140182,,6949
ScartazzaItàlia,4.74,153324,,7294
Domaine ColinFrança (mousseux),4.74,255805,,4048
"Salmon, LucetteFrança (champagne)",4.74,68346,,4958
Salvetti Ilaria Az. agr.Itàlia,4.74,153489,,7342
Domaine HerreboucFrança (mousseux),4.74,119879,,6471
La TravaglinaItàlia,4.74,136123,,6824
"Boulachin, GilbertFrança (champagne)",4.74,27785,,6664
Dubois - LentenduFrança (champagne),4.74,95321,,5091
Allendorf F.Alemanya,4.74,100327,,5749
Elephant IslandCanadà,4.74,228818,,8458
Longeri IsaItàlia,4.74,15231,,2988
Le VignobleLuxemburg,4.74,254736,,9177
KvintRepública de Moldàvia,4.74,212912,,2312
Bernini CantinaItàlia,4.74,111735,,6045
ArlauxFrança (champagne),4.74,114757,,6107
Angeli di Varano Az. Agr.Itàlia,4.74,183961,,8013
Le Banche Az. Agr.Itàlia,4.74,228431,,8441
DiederikSuïssa,4.74,250484,,9095
Arnauld (Louis XV)França (champagne),4.74,42447,,1030
Le Preseglie CascinaItàlia,4.74,82705,,5300
CerseuilFrança (champagne),4.73,134615,,1584
Domaine de la MontcellièreFrança (mousseux),4.73,211294,,4969
Méndez Lisón,4.73,239505,Barcelona,8915
Prévoteau - HiernardFrança (champagne),4.71,245839,,8982
Fortier NoëlFrança (champagne),4.71,191592,,8180
Finca SuarezArgentina,4.68,116755,,6972
Jako WineItàlia,4.68,178479,,7950
"Braux, ErnestFrança (champagne)",4.68,133879,,6746
Adam - GarnotelFrança (champagne),4.6,34762,,3814
Selosse-PajonFrança (champagne),4.6,167620,,8265
Cadel VincentFrança (champagne),4.59,18294,,3882
Petit et BajanFrança (champagne),4.52,148135,,7172
Collard - LeveauFrança (champagne),4.51,145653,,5717
Husson ChantalFrança (champagne),4.5,90757,,2920
Bernardin et Fils.França (champagne),4.49,76994,,1461
De la TourFrança (champagne),4.49,196230,,1733
Duval-CharpentierFrança (champagne),4.47,38036,,4739
"Coulon, P. et F.França (champagne)",4.44,158134,,6628
Rousseaux OlivierFrança (champagne),4.44,240048,Girona,345
Bodega Palo AltoArgentina,4.44,129338,,6574
"Gaullet, BenoïtFrança (champagne)",4.44,40689,,4072
FrappeFrança (mousseux),4.43,75686,,5025
Colson AlexandreFrança (champagne),4.43,132642,,7746
ConstantineFrança (champagne),4.43,114902,,1659
Progress Tenuta D'AsoloItàlia,4.43,220170,,1362
Mangin - BanniereFrança (champagne),4.43,101402,,5824
Chalone VineyardsEstats Units d'Amèrica,4.43,49575,,1287
GelinFrança (champagne),4.43,77576,,1917
"Lepitre, LaurentFrança (champagne)",4.43,150231,,7226
"Charpentier, YvanFrança (champagne)",4.41,143510,,7080
RollinFrança (champagne),4.39,242640,,6381
Déhu-CharlotFrança (champagne),4.35,166446,,7643
Andimar,4.35,222793,JUMILLA,8345
Vignoble GuillaumeFrança (mousseux),4.34,143524,,6971
"Degout, DanielFrança (champagne)",4.32,57804,,4634
"Lallinet, ChantalFrança (champagne)",4.32,105056,,5887
"Thiebault, FrédericFrança (champagne)",4.32,145554,,6603
ServenayFrança (champagne),4.3,145634,,6520
Pedro Domecq - E,4.3,4446,,592
Vincent - RousseauxFrança (champagne),4.3,74603,,3812
No ValidablesEstats Units d'Amèrica,4.3,116573,,6161
LongisFrança (champagne),4.28,93525,,2183
Prud'homme-FeryFrança (champagne),4.28,103110,,7424
Chéré EtienneFrança (champagne),4.28,77681,,1617
"Martin, FranckFrança (champagne)",4.28,166469,,4166
Gran LegadoBrasil,4.28,160292,,9141
Herbelet GrégoireFrança (champagne),4.28,224019,,7511
Kamnik WineryMacedònia del Nord,4.28,181119,,8026
Casas del BosqueXile,4.28,132566,,6683
Pulenta EstateArgentina,4.28,164437,,7561
Soyuz VictaneUcraïna,4.28,95807,,4172
Moutard CorinneFrança (champagne),4.26,147797,,7165
DessauxFrança (champagne),4.24,24886,,1776
Billiot et FilsFrança (champagne),4.23,74512,,4855
JaillantFrança (champagne),4.22,91868,,2044
"Cez, PascalFrança (champagne)",4.21,213426,,5106
Deplaine - Faye & FillesFrança (champagne),4.21,217750,,5695
"Bertrand, Jean-ClaudeFrança (champagne)",4.21,37130,,3732
Muller ChristianFrança (champagne),4.21,217412,,8217
Gruppo Palumbo Soc.Agr.Itàlia,4.21,146190,,7126
Vivien RemyFrança (champagne),4.21,112000,,7571
"Pehu, AntoninFrança (champagne)",4.21,109213,,5986
Scagliola SansiItàlia,4.21,255785,,9192
Dorrien EstateAustràlia,4.21,67372,,4923
"Tritant, AlfredFrança (champagne)",4.21,33561,,3622
"Lefevre, AlainFrança (champagne)",4.21,77915,,5168
Taps - Tots tipus - (Estrangeres),4.2,143432,,8958
Le Vigne di San MarcoItàlia,4.2,181697,,7943
Boissines (Olivier des)França (champagne),4.2,133873,,6753
Cresta BlancaEstats Units d'Amèrica,4.2,50323,,1289
A.C.A.C. Bar-sur-AubeFrança (champagne),4.2,209145,,8321
Cons. Cant. Soc. EmiliaItàlia,4.2,92503,,2849
Doué EtienneFrança (champagne),4.2,142553,,7628
"Gobert, VincentFrança (champagne)",4.2,130750,,6629
Dal Pizzol Vinhos FinosBrasil,4.19,131984,,6674
Dedet ChristopheFrança (champagne),4.19,145757,,1880
Zanotto CantinaItàlia,4.19,176092,,7867
AY - Ass. Coop. ViticulteursFrança (champagne),4.19,79886,,3835
"Spada, AdolfoItàlia",4.19,135469,,6787
Guenel BuffryFrança (champagne),4.19,198834,,8260
Gorghi Tondi TenutaItàlia,4.19,216880,,1035
Giacometto BrunoItàlia,4.19,119965,,6353
HencoteRegne Unit,4.19,221839,,7939
Glen CarlouSud-àfrica,4.19,209768,,2166
GeilsAlemanya,4.19,234689,Sant Sadurní d'Anoia,3633
Fratelli MarcoItàlia,4.19,158343,,7442
Henkell FreixenetÀustria,4.19,196319,,8228
GagliardoItàlia,4.19,130703,,6619
Castello di Torre in PietraItàlia,4.19,246797,,9005
Sonzogni & PezzaliItàlia,4.19,138281,,6897
Nau RenéFrança (champagne),4.19,107113,,8269
Cantina SpinefrasseItàlia,4.19,180924,,8282
ClosquinetFrança (champagne),4.19,103598,,6503
Morara GianniItàlia,4.19,25922,,3045
Baillet - LamotteFrança (champagne),4.19,108376,,5969
Confrerie Saint VincentFrança (champagne),4.19,123450,,6630
Monsignore CantinaItàlia,4.19,235797,,8825
CamaraniItàlia,4.19,249709,,9067
Modica CantinaItàlia,4.19,168752,,7715
"Meteyer, JackyFrança (champagne)",4.19,78194,,5174
"Coutant, LaurentFrança (champagne)",4.19,77677,,3948
MazzuchelliFrança (mousseux),4.19,224425,,3431
Vergenoegd LowSud-àfrica,4.19,250486,,9096
"Massin, YvonFrança (champagne)",4.19,41197,,4061
VeronFrança (champagne),4.19,47398,,2634
Bele CaselItàlia,4.19,228418,,8438
"Ringe, LaurelEstats Units d'Amèrica",4.19,133601,,6733
Martin - LavisseFrança (champagne),4.19,78173,,4169
Astroni CantineItàlia,4.19,165813,,7613
MarquetteFrança (champagne),4.19,62250,,9150
Maritani PaoloItàlia,4.19,221547,,7242
Marcoult et FilsFrança (champagne),4.19,55667,,5399
Delalot ElianeFrança (champagne),4.19,199961,,6951
Vigna RampanteItàlia,4.19,215715,,2614
Clos MauriceFrança (mousseux),4.19,184994,,8022
Canu - DelahayeFrança (champagne),4.19,206290,,2014
Dellago CantinaItàlia,4.19,178291,,7922
QuadragesimaAlemanya,4.19,62064,,4801
Castello di BertonItàlia,4.19,218314,,1314
Batisse - LancelotFrança (champagne),4.19,109506,,5990
PlazzaFrança (champagne),4.19,35615,,2395
Piconnet C.H.França (champagne),4.19,183534,,8007
Podere Della CavagaItàlia,4.19,220535,,7141
"Pointillart, JeanFrança (champagne)",4.19,144994,,4954
"Barzan, TenuteItàlia",4.19,163068,,7528
"Populus, JosephFrança (champagne)",4.19,90751,,5511
PortinaleItàlia,4.19,99463,,6416
Charles SimonFrança (champagne),4.19,96804,,5733
"Poussiere, LoïcFrança (mousseux)",4.19,149802,,7213
Paolazzi FratelliItàlia,4.19,240623,,8913
Chateau de PiéguëFrança (mousseux),4.19,160146,,7472
Chemin des VignoblesItàlia,4.19,178465,,9084
Omina RomanaItàlia,4.19,176194,,7872
"Barbier, CFrança (champagne)",4.19,79993,,3842
Olive BrookSud-àfrica,4.19,120905,,6260
Olbios TenuteItàlia,4.19,118702,,6212
Proy GoulardFrança (champagne),4.19,140362,,7006
NuzzellaItàlia,4.19,167093,,7683
Château de SeguinFrança (mousseux),4.19,76896,,942
No catalogadesSuïssa,4.19,249426,,9230
Nizza SilvanoItàlia,4.19,216620,,1025
Thomson & ScottRegne Unit,4.19,165891,,7632
De TomaItàlia,4.19,179850,,8198
Durin VeuveFrança (champagne),4.19,234270,,597
Hotte - BriffoteauxFrança (champagne),4.19,60241,,4555
Scarpa Antica Casa Vin.Itàlia,4.19,137364,,6867
ViscontiItàlia,4.19,29187,,3236
Bott FrèresFrança (mousseux),4.19,174181,,7830
Don'sDinamarca,4.19,183375,,8002
Skalisty BeregRússia,4.19,254683,,9179
Lauffener WeingärtnerAlemanya,4.19,249566,,9063
Schola SarmentiItàlia,4.19,218190,,1306
KokurRússia,4.19,166649,,7652
Segesta CantineItàlia,4.19,168758,,7707
Kingscote VineyardRegne Unit,4.19,252245,,9132
Eremo di Sant'IconioItàlia,4.19,213824,,7898
FortullaItàlia,4.19,141542,,7200
"Jobert, PaulFrança (champagne)",4.19,103445,,2055
Domaine de la CatherinetteFrança (mousseux),4.19,225141,,3108
"Leveau, BertrandFrança (champagne)",4.19,21904,,4644
BenoistFrança (champagne),4.19,74605,,1455
Filari di LunaItàlia,4.19,153420,,7305
Bodegas Dante RobinoArgentina,4.19,124527,,6355
"Liébart, NathalieFrança (champagne)",4.19,120212,,7646
"Sohet, RenéFrança (champagne)",4.19,120960,,8430
Lori e LatiniItàlia,4.19,15260,,2990
Il Palagione CantinaItàlia,4.19,230787,,8745
IjevanArmènia,4.19,254775,,9180
DevanlayFrança (champagne),4.19,118994,,6768
LucarelliItàlia,4.19,214035,,2430
Brignoli Istituto AgrarioItàlia,4.19,138096,,6889
Bodega el EstecoArgentina,4.19,154286,,7369
Fontana Graziano Az. Agr.Itàlia,4.19,249722,,9072
Hébert DavidFrança (champagne),4.19,189559,,8140
Forlorn HopeEstats Units d'Amèrica,4.19,227075,,8390
Rigollot - MandelliFrança (champagne),4.18,37259,,4073
"Petit, GhislainFrança (champagne)",4.13,74531,,4466
Mainetti GiovanniItàlia,4.1,92553,,2997
Hazard - DevavryFrança (champagne),4.08,134514,,6175
ThierryFrança (champagne),4.06,111797,,5995
Charbonnier Pere et filsFrança (champagne),4.05,154555,,7371
Hidden ValleySud-àfrica,4.05,216025,,8462
Courty-BienfaitFrança (champagne),4.04,254393,,5588
"Orcin, FrédéricFrança (champagne)",3.99,54992,,4677
Bombart HervéFrança (champagne),3.97,162819,,7518
AlbertFrança (champagne),3.93,34758,,1375
"Leveau, VincentFrança (champagne)",3.93,134959,,4646
Cabanes en FêteFrança (mousseux),3.89,141889,,8133
MinchinburyAustràlia,3.87,133219,,6689
FaustineFrança (champagne),3.87,181509,,8062
"Boulogne, FrançoisFrança (champagne)",3.85,136556,,6822
Bardiau.França (champagne),3.83,203501,,8273
Marco GozziItàlia,3.83,178469,,7947
"Bazin, NoëlFrança (champagne)",3.81,98066,,5643
SilleryFrança (champagne),3.81,171061,,7790
Henriet FlorineFrança (champagne),3.8,234840,Bell-lloc,4485
"Clement, William J.F.França (champagne)",3.8,52452,,4504
AversengFrança (mousseux),3.8,12849,,905
"Adega, Coop. FavaiosPortugal",3.8,46292,,4326
RomanovRússia,3.79,131570,,4201
ToselliItàlia,3.79,11036,,3192
LaurentFrança (champagne),3.79,92173,,2112
Brewer CliftonEstats Units d'Amèrica,3.79,124658,,6349
Escher & ThomasFrança (mousseux),3.79,239329,,8878
ArugaJapó,3.79,132477,,4784
Michaudet - MathieuFrança (champagne),3.78,21976,,4295
Fontaine - DenisFrança (champagne),3.78,21964,,4707
"Allait, RégisFrança (champagne)",3.71,33608,,3822
"Pienne & Fils, JacquesFrança (champagne)",3.71,95806,,5732
Testulat MichelFrança (champagne),3.71,204108,,1866
Réva Soc. Agr.Itàlia,3.71,236022,,8830
MongeryFrança (champagne),3.69,221905,,1884
"Millorin, JMFrança (champagne)",3.68,73173,,5064
Gaunel - JacquetFrança (champagne),3.67,169849,,5845
Chevreux BournazelFrança (champagne),3.67,224130,,7211
Tabourin ArnaudFrança (champagne),3.67,157547,,7761
Meunier DenisFrança (mousseux),3.67,229671,,8569
SidraBulgària,3.67,163111,,7532
