Cava,Puntuació,id,Municipi,id_cava
Bellei FrancescoItàlia,52.79,3173,,858
Bodegas Francisco Gómez - F.G. - E,52.7,153083,Villena,7331
Hanon - CriadoFrança (champagne),52.7,28871,,7624
Antica Cantina FrattaItàlia,52.68,29417,,2704
Terramoll - E,52.67,78540,La Mola,4998
Coutier René-HenriFrança (champagne),52.66,28359,,1681
"Maillart, NicolasFrança (champagne)",52.64,71787,,7663
"Dericbourg, GastonFrança (champagne)",52.62,46871,,4333
GueusquinFrança (champagne),52.61,159683,,1974
Le FadeItàlia,52.57,38672,,4345
"Griffon, ThierryFrança (champagne)",52.55,17070,,4423
VasileostrovskayaRússia,52.45,151915,,7267
Gosset - BrabantFrança (champagne),52.43,6071,,4317
"Hartmann, AliceLuxemburg",52.42,118006,,4426
Mathieu - PrincetFrança (champagne),52.41,8811,,4294
AgroserviceRússia,52.41,214348,,4139
La Goutte d'OrFrança (champagne),52.33,11015,,2083
"Demière, SergeFrança (champagne)",52.3,15027,,4176
SimonsigSud-àfrica,52.18,96547,,1253
CuperlyFrança (champagne),52.16,15483,,1691
Sybarus - M - (Valencia),52.15,44845,Azagador-Requena,4348
CasaldomoItàlia,52.14,14825,,2809
Burbujas del Atlántico - E,52.11,116841,Rias Baixas,6168
Morastrell,52.11,14890,-,2687
GrémilletFrança (champagne),52.1,33456,,1960
Barón de Bermont - M,52.02,101097,San Asensio,6318
"Bonville, FranckFrança (champagne)",52.01,52659,,1501
Brinde de Roandi - E,51.86,121574,Barco de Valdeorras,5939
"Spagnol, DenisItàlia",51.82,78097,,3156
Vinícola de Tomelloso - E,51.8,30167,Tomelloso,3499
Cep d'OrLuxemburg,51.77,46201,,4127
Charles de l'AucheFrança (champagne),51.76,14512,,1596
Marenostrum Sparkling Wine - E,51.74,171237,CABANES,7764
Vinya Escudé,51.73,64953,,8705
Cisteller,51.51,248869,Sant Sadurní d'Anoia,9097
Mas Perdut - Finca Mas Perdut,51.47,121697,Santa Oliva,6468
Primicia - (Celler Coop. Batea).,51.47,214178,Batea,8343
EsterlinFrança (champagne),51.46,51309,,1835
Soutiran AlainFrança (champagne),51.46,98432,,2557
Gaucher BernardFrança (champagne),51.41,8629,,1908
San SimoneItàlia,51.38,111198,,5143
Le Brun de NeuvilleFrança (champagne),51.33,18238,,3494
Cal Vermell.,51.31,5322,,8706
Prévoteau - PerrierFrança (champagne),51.27,69533,,4203
Vignerons en ChampagneFrança (champagne),51.23,118802,,5975
"Marengo, cellers a KoblevoUcraïna",51.22,144710,,6834
Feitizo - E,51.21,104536,Dena Rias Baixas,5884
Bodegas F. Salado - E,51.2,155685,Umbrete,6052
YellowglenAustràlia,51.15,10019,,4080
Chante d'EoleBèlgica,51.15,148604,,7173
Ricci CurbastroItàlia,51.14,27269,,3097
Moscow  CORússia,51.12,159903,,7679
Taps corona - Elaboradors,51.12,132010,,5828
Dhuoda,51.04,108468,Barcelona,6612
Venegazzu'Itàlia,51.0,28244,,3207
Gran Palas,50.92,58740,,8686
Botigues - Cal Miqueló,50.91,20285,,487
Neleman - M,50.91,141467,Godella,7445
A Altos de Torona - E,50.81,146734,AS EIRAS,7189
"Lassalle, JulesFrança (champagne)",50.73,8791,,2106
Beaumont des CrayeresFrança (champagne),50.71,47636,,1448
BellendaItàlia,50.69,12774,,2740
MathelinFrança (champagne),50.65,10674,,6284
Castillo de Monesma,50.64,106822,Alfarrás,5927
SermiersFrança (champagne),50.63,28563,,2545
Joan Anton Rafols i Suria,50.61,11691,Sant Sadurní d'Anoia,3259
MandoisFrança (champagne),50.55,100176,,2210
Calixtus,50.54,90057,Sant Sadurní d'Anoia,5404
GualtieriItàlia,50.52,31036,,2944
Cal Llupià de Pla de Morei,50.52,151256,Capellades,6075
Forget - BrimontFrança (champagne),50.43,90742,,5508
"Olivier, Vve P. & FilsFrança (champagne)",50.42,45892,,2321
Barone PizziniItàlia,50.37,107957,,2729
Bodegas Bonjorne - E,50.31,59984,La Roda,4779
De la Serra,50.3,8306,Sant Sadurní d'Anoia,583
"Legras, Rene et LucienFrança (champagne)",50.23,212775,,4455
ChampagnisateurFrança (mousseux),50.15,20109,,935
Burbujas del Tajo - E,50.11,51573,Santa Cruz de la Zarza,5694
GatinoisFrança (champagne),50.09,23418,,1907
Viña Manubles - M,50.08,145514,Zaragoza,6772
"Cocteaux, MichelFrança (champagne)",50.01,8378,,1643
Empreses - Applus Idiada,50.01,12919,,108
Conte CollaltoItàlia,50.01,20211,,2851
InkermanUcraïna,49.94,147818,,6216
Collavini EugenioItàlia,49.81,23590,,811
"Martin, P. LouisFrança (champagne)",49.79,7251,,2232
NederburgSud-àfrica,49.73,5413,,1250
SartorAlemanya,49.61,56219,,1221
WaldenhoffAlemanya,49.54,13095,,3277
MontlouisFrança (mousseux),49.49,21986,,1017
BauchetFrança (champagne),49.46,13234,,1436
Rafucada d'Indret de Cerdanya,49.41,172446,Sant Quintí de Mediona,7960
JanszAustràlia,49.35,63072,,1146
"Bourgeois, J.B.França (champagne)",49.31,13536,,3867
Krier FreresLuxemburg,49.31,10292,,1325
La TorderaItàlia,49.18,90300,,3422
FleuryFrança (champagne),49.12,16645,,1862
Borel-LucasFrança (champagne),49.12,6371,,1503
Masia Bou - E,49.04,114713,Vilafranca del Penedès,8378
Testulat VincentFrança (champagne),49.03,8019,,806
LungarottiItàlia,48.99,15279,,2995
Mazzolini-MavinItàlia,48.9,5919,,819
"Genèriques - ""Vehicles - Transports""França (champagne)",48.89,86155,,8912
SaltonBrasil,48.81,36001,,1275
Brincos - E,48.81,183306,CHANTADA,8010
Contarini SpumantiItàlia,48.8,2873,,878
Déthune PaulFrança (champagne),48.64,16939,,1778
MasottinaItàlia,48.61,19333,,3012
Pirules Italianes - Strada del VinoItàlia,48.56,40887,,6084
Gold Faustino Rivero Ulecia - E,48.51,176657,España,7928
Delouvin - NowackFrança (champagne),48.51,10369,,3968
Alberta - M,48.5,233962,-,9106
Condé sur MarneFrança (champagne),48.5,18202,,1658
Domaine de MartinollesFrança (mousseux),48.5,129271,,6568
Henares Font,48.44,86521,,8538
Riondo CantineItàlia,48.38,73738,,3100
Château de BlignyFrança (champagne),48.36,78927,,1607
Genèriques - AnimalsFrança (champagne),48.32,63775,,5711
Sybarus - M - (Fraga - Huesca),48.3,125165,Fraga,6652
Menger-KrugAlemanya,48.27,42680,,8185
Gales & CieLuxemburg,48.24,138477,,1324
Albert Perrin,48.21,43155,,8628
Hika - E,48.2,199718,Gipuzkoa,8294
Clos Bisbal,48.19,141299,-,6910
1995,48.1,15572,,799
BonnaireFrança (champagne),48.01,32588,,1497
Abstractum,47.98,76739,,8497
Canals & Casanovas,47.95,136534,,8727
Club Natació Vilafranca,47.9,5707,,395
Édalo - E,47.9,127031,Rociana del Condada,6495
Carpe Vitam,47.9,29566,San Esteve de Palautordera,3607
Janisson et FilsFrança (champagne),47.77,18457,,3747
OxerFrança (mousseux),47.68,6372,,1021
Coppo LuigiItàlia,47.66,14944,,2856
Els Castellers,47.63,4316,-,123
F.I.V.I. - Federazione Italiana Vignaioli IndipendentiItàlia,47.61,141018,,7199
Fresnet -JuilletFrança (champagne),47.6,10712,,4676
Lombard et CieFrança (champagne),47.59,32373,,3527
Art pur - E,47.59,86189,Turis,5334
"Moutardier, JeanFrança (champagne)",47.54,14972,,4678
Tomasa,47.52,43519,Manresa,4257
Anandum,47.48,71350,Vilafranca del Penedès,5062
VaraschinItàlia,47.45,6857,,812
GonetFrança (champagne),47.43,8635,,1943
"Lemaire, FernandFrança (champagne)",47.41,8340,,3671
Quinta da Mata FidalgaPortugal,47.29,14464,,1349
NominéFrança (champagne),47.29,8814,,2319
Taps de Rosca - Elaboradors,47.21,102874,,5827
Roche MazetFrança (mousseux),47.16,129308,,6573
ChiquetFrança (champagne),47.16,35150,,1623
Bodegas Alcardet - E,47.13,154441,Villanueva de Alcardete,7364
Club des ViticulteursFrança (champagne),47.12,6355,,1640
Mathes & CieLuxemburg,47.02,56917,,1326
AnteoItàlia,46.98,7827,,808
DouardFrança (champagne),46.98,16686,,3397
AznauriUcraïna,46.98,182601,,9173
Tier-Elyant,46.98,87833,Sant Sadurní d'Anoia,7179
L'Espectre,46.98,158300,CUBELLES,7598
Pundel - HoffeldLuxemburg,46.9,57572,,1213
Can Sais,46.76,87169,Vall-Llobrega,5358
ColeselItàlia,46.71,14921,,2840
KettmeirItàlia,46.69,34559,,4002
"Bonnet, FFrança (champagne)",46.68,13527,,5692
Lagar de Besada,46.68,83999,Meaño,5288
Villiera EstateSud-àfrica,46.6,104319,,1257
"Jourdan, PierreSud-àfrica",46.58,5156,,1246
Faccoli LorenzoItàlia,46.54,11363,,2890
"Foulon, LouisFrança (mousseux)",46.43,22002,,986
Vila Robert - (M.),46.42,96119,-,5560
Ziliani ChiaraItàlia,46.39,62805,,3451
Conti D'ArcoItàlia,46.37,14943,,2853
KeushArmènia,46.37,158589,,7447
Casa Lo Alto - E,46.37,41096,Venta del Moro,4193
Pazo Burbujas del Camino,46.37,221675,RIBADAVIA,8364
VillaItàlia,46.34,44955,,3449
Bepin de EtoItàlia,46.24,12878,,693
AmyotFrança (champagne),46.16,12182,,1381
"Doquet, PascalFrança (champagne)",46.14,106542,,1795
Iradier - M,46.1,104702,Vitoria-Gasteiz,5875
Château de BoursaultFrança (champagne),46.08,10370,,1608
Charles VincentFrança (champagne),46.06,173847,,5881
Haute La Masuca,46.06,119144,La Llacuna,6219
"Michel, JoséFrança (champagne)",46.03,10688,,6123
Reichsrat Von BuhlAlemanya,45.97,11400,,6488
Conca d'OroItàlia,45.96,113479,,2847
Roederer EstateEstats Units d'Amèrica,45.96,53118,,1112
PerlageItàlia,45.93,27335,,3076
RuggeriItàlia,45.89,19337,,3111
La Gronya,45.82,233677,Olesa de Montserrat,8312
MalibranItàlia,45.82,84684,,4000
Fruitiere Vinicole ArboisFrança (mousseux),45.81,61256,,4792
MonteselItàlia,45.77,30990,,3040
Latúe Bodegas - E,45.75,154442,Toledo),7351
Vazart - CoquartFrança (champagne),45.68,25780,,2625
Crátera - E,45.67,119754,Fuente Alamo,6236
Chartogne - TailletFrança (champagne),45.65,132680,,1604
SantiItàlia,45.64,18245,,3134
Cider/SidraAlemanya,45.56,66001,,4880
Apiane - M,45.55,126036,Mollina,6373
Petit - LebrunFrança (champagne),45.49,22677,,4261
Monzio CompagnoniItàlia,45.45,11320,,834
HulinFrança (champagne),45.45,26781,,2029
TannersFrança (champagne),45.45,160603,,5531
Paula Eider - M,45.45,30256,Madrid,3488
Abelles de Mas Quadrell - (M),45.42,144593,-,7073
Formigine CantinaItàlia,45.41,15056,,2909
Ilusión+ Pau,45.38,137792,Tarragona,6902
Fines BullesFrança (mousseux),45.31,86904,,6041
Garuti ElioItàlia,45.27,15099,,2923
RoletFrança (mousseux),45.2,18041,,1037
I. Vini ViticoleLuxemburg,45.16,56135,,4623
Gallimard P. et F.França (champagne),45.16,22100,,3602
"Martellozzo, PieraItàlia",45.15,118176,,4749
"Brochet, EmmanuelFrança (champagne)",45.14,117292,,6183
1982,45.14,213440,ALMENDRALEJO,8341
Valtidone Cant. Soc.Itàlia,45.14,22555,,3205
Franzoni & BoschettiItàlia,45.05,62558,,2912
Entre - Deux - MontsBèlgica,45.04,216042,,5438
"Adami, AdrianoItàlia",45.01,75044,,5117
BarancourtFrança (champagne),45.0,13229,,1418
Zaphir,44.98,73649,,8535
RomainFrança (champagne),44.94,67634,,2493
BagrationiGeòrgia,44.94,88021,,4408
FévrierFrança (champagne),44.92,16644,,1856
Rodamons,44.91,106798,Sant Sadurní d'Anoia,6728
Vins du JuraFrança (mousseux),44.84,35924,,5959
"Frerejean, FrèresFrança (champagne)",44.83,122597,,6296
L'Infant,44.83,158299,CUBELLES,7597
KursavskoeRússia,44.83,111643,,6703
Can Majoral - E,44.83,44890,-,5328
Bersi SerliniItàlia,44.78,48015,,865
RotkappchenAlemanya,44.78,44116,,4286
Paul LaurentFrança (champagne),44.74,22518,,2349
Vigneron IndépendantFrança (champagne),44.73,10661,,3612
VivaldiItàlia,44.59,56781,,854
Abate NeroItàlia,44.54,12686,,2690
Conti WallenburgItàlia,44.53,9597,,2854
Cretol & FilsFrança (champagne),44.52,27977,,3539
Fuentesclaras - M,44.52,36546,Valladolid,4091
Il ColleItàlia,44.48,26319,,2953
Alodia,44.42,153203,,8616
TorrevillaItàlia,44.3,15912,,3186
Domaine Mathis BastianLuxemburg,44.28,84400,,4502
Armenia W.C.Armènia,44.22,126126,,6404
Le ContesseItàlia,44.21,114625,,6103
Bellussi SpumantiItàlia,44.21,22720,,2741
"Genet, MichelFrança (champagne)",44.16,16692,,1918
PetiauFrança (champagne),44.15,20459,,2372
Eva Sidra,44.12,182495,,8619
"Genèriques - ""Festes - Esdeveniments - Infantils""França (champagne)",44.11,77457,,8900
MyskhakoRússia,44.11,165065,,7625
Méthode TraditionnelleFrança (mousseux),44.08,21094,,8224
Goussard - DelagneauFrança (champagne),44.04,17595,,1948
Miltrentaset,44.03,120684,Collbató,6722
La Tisana - M,43.99,219706,BARCELONA,8425
Casa BellaItàlia,43.98,14816,,2806
"Bouché, Père et filsFrança (champagne)",43.96,51113,,6827
Garofoli GiacchinoItàlia,43.96,19347,,2922
"Dépaux & Fils, HFrança (champagne)",43.91,57208,,4532
"Busin, ChristianFrança (champagne)",43.91,11654,,1567
Thing Yard,43.9,193822,SANT PERE DE RIUDEBITLLES,8233
Ca n'Estruch - E,43.9,154089,Esparraguera,8796
Villa PignaItàlia,43.9,30996,,3228
L'Antull,43.9,25645,Falset,3376
Roset,43.85,24600,,8588
"Huré, FrèresFrança (champagne)",43.83,130783,,2030
Frisach,43.83,122961,CORBERA D'EBRE,5598
SivagItàlia,43.76,28433,,3152
"Martin, LingotFrança (mousseux)",43.67,49985,,4427
Colli di Scandiano CantinaItàlia,43.64,21427,,4256
MargaineFrança (champagne),43.59,6876,,2218
Sacratorum,43.59,5767,LLISSA DE VALL,3645
Le Jardin de ma Tante,43.59,201920,GRATALLOPS,8301
Derbent Wine CompanyRússia,43.48,193195,,7582
Los Garcias de Verdevique - E,43.39,82944,Cástaras,5225
Schloss WachenheimAlemanya,43.34,45780,,1225
LoncleFrança (champagne),43.28,25720,,2182
AY - FranceFrança (champagne),43.28,57193,,4670
"Prévost, JerômeFrança (champagne)",43.15,45633,,4584
Forest A. & FilsFrança (champagne),43.12,9014,,6759
Kavaklidere WineryTurquia,43.09,34507,,1360
Fratelli BerlucchiItàlia,43.05,27256,,5235
NaviglioItàlia,43.04,18948,,3050
Il Bosco TenutaItàlia,43.0,15908,,3168
PrévotFrança (champagne),42.99,18984,,2424
Hattingley ValleyRegne Unit,42.96,116415,,6156
La Vie en Rose - M,42.96,184204,MORALES DE TORO,8030
DesbrosseFrança (champagne),42.87,5476,,1767
U.J.V.R.França (mousseux),42.86,45772,,1051
VergnonFrança (champagne),42.85,27443,,2629
Aisea - M,42.83,138516,Baracaldo,6906
Via - Celler del Xalet,42.71,186163,SANT CUGAT SESGARRIGUES,8037
Le FracceItàlia,42.7,27261,,2978
Deinhard & Cie.Alemanya,42.69,13049,,1186
Pou Fons,42.66,172160,Sant Sadurni D'Anoia,7796
CaminellaItàlia,42.66,11267,,2783
Charbaut André et FilsFrança (champagne),42.65,8379,,8163
"Fresne, RenéFrança (champagne)",42.64,26987,,1886
Kuban-vinoRússia,42.51,152056,,7269
Manu Marchan,42.5,128981,Piera,6571
Art Solidarium,42.49,111590,Sant Sadurní d'Anoia,6239
Boiba - E,42.48,161920,Calatayud,6454
"Geoffroy, RenéFrança (champagne)",42.45,16805,,1919
CricovaRepública de Moldàvia,42.45,167418,,5083
MontenisaItàlia,42.43,19335,,3037
"Bernard, AlainFrança (champagne)",42.4,38965,,1460
Ariola ViniItàlia,42.39,80652,,2711
SangerFrança (champagne),42.39,156363,,2532
Grup Penya Gironina,42.35,166995,,7401
Les Vins de la MarjolaineFrança (mousseux),42.35,31700,,1008
JacquinotFrança (champagne),42.34,24473,,2042
BoulonnaisFrança (champagne),42.34,13533,,1515
HaderburgItàlia,42.34,15123,,2947
Mangin et FilsFrança (champagne),42.25,17369,Leuvrigny,2211
Cañalva - E,42.18,128215,Cañamero,6539
IstokRússia,42.17,7828,,6559
"Massin, RémyFrança (champagne)",42.13,35097,,2237
Bodegas TrapicheArgentina,42.12,49702,,1264
"Comyn, JeanFrança (champagne)",42.06,127728,,4706
WolfbergerFrança (mousseux),42.06,19208,,1066
GiorgiItàlia,42.03,11370,,2931
Val d'ArcosPortugal,42.02,4536,,3281
Paloma Minguez - M,42.02,212963,ALBACETE,8333
Can Marles By Cathrin & Miguel C&M,42.02,206538,JUNCOSA DE MONTMELL,8310
"Lahaye, BenoitFrança (champagne)",42.02,117728,,4433
TriventoArgentina,42.01,46886,,3460
DeprevilleFrança (mousseux),41.85,15152,,965
"Le Brun, AlbertFrança (champagne)",41.84,112471,,2119
"Tribaut, G.França (champagne)",41.8,9606,,6711
QuadraItàlia,41.75,72985,,3437
AnselmannAlemanya,41.71,4589,,899
Almázcara Majara - E,41.71,161760,Almázcara,7530
Chapel DownRegne Unit,41.63,56418,,4334
CanellaItàlia,41.58,5073,,2787
Ablanro,41.56,137947,-,6894
BL Brianda de Aragón - E,41.49,195048,VILLANUEVA DE GALLEGO,8223
"Roualet, P. et F.França (champagne)",41.48,15640,,2501
Louis ConstantFrança (champagne),41.47,50002,,5381
ManicardiItàlia,41.4,15332,,3001
Vega Lucía - E,41.4,148184,Socuéllamos,7166
Fazi BattagliaItàlia,41.4,14998,,2896
"Chemin, AndréFrança (champagne)",41.39,18548,,1615
"Bosca, LuigiArgentina",41.31,25573,,4413
De LozeyFrança (champagne),41.29,44794,,3933
Pascal-DeletteFrança (champagne),41.16,32196,,2341
"Aubry, JeanFrança (champagne)",41.12,18154,,3831
SidraUcraïna,41.1,132047,,4750
Lagache G. & FilsFrança (champagne),41.1,8429,,2081
Gold CuvéeAlemanya,41.08,38992,,4477
JoannesFrança (champagne),41.04,9685,,2053
"Cochet, PolFrança (champagne)",40.91,118431,,6847
Beato Bartolomeo Cant. Soc.Itàlia,40.84,31153,,2734
MonsupelloItàlia,40.82,11490,,3032
Schramsberg VineyardsEstats Units d'Amèrica,40.82,58913,,1117
Dorigo GirolamoItàlia,40.78,14985,,2883
Duc d'OrdyBèlgica,40.76,36124,,4527
"Rothschild, AlfredFrança (champagne)",40.67,234396,,5795
"Robert J, et ses FilsFrança (champagne)",40.61,3724,,3705
CO.GE.VIFrança (champagne),40.54,42788,,1929
"Chardonnet, René et FilsFrança (champagne)",40.52,19871,,1594
"Gobillard, PierreFrança (champagne)",40.46,7926,,6232
"Rousseaux, GillesFrança (champagne)",40.45,17634,,3764
Herard - PhilippeFrança (mousseux),40.45,79660,,5201
Dribble Dots,40.45,146707,-,7536
Rutat RenéFrança (champagne),40.43,3972,,2517
Boschi AgricolaItàlia,40.33,11262,,2766
"Goulard, J.M.França (champagne)",40.3,9201,,5604
Dal BelloItàlia,40.28,25629,,2869
Voirin - DesmoulinsFrança (champagne),40.26,10201,,2661
Devavry BertrandFrança (champagne),40.25,15528,,1780
SéverinFrança (champagne),40.2,16505,,2549
Mumm SeagramXile,40.16,30385,,1279
DelotFrança (champagne),40.15,8625,,1741
"Marlé, AlainFrança (champagne)",40.13,17928,,2221
FauchonFrança (champagne),40.13,28724,,1845
TUTUM-BA - M,40.13,171908,FELANITX,8308
1919,40.13,96620,Balsapintada,6431
PizzolatoItàlia,40.13,149341,,7219
MampaeyFrança (champagne),40.13,10535,,2208
AimeryFrança (mousseux),40.1,12824,,902
"Pouillon, RogerFrança (champagne)",40.03,38380,,4934
A. Pellicer Garcia - (Angel),40.0,114860,,8735
Hush HeathRegne Unit,39.93,56918,,4661
Rosell BoherArgentina,39.92,18886,,4528
Grup Sabata i Espardenya,39.87,233499,,6921
Havitus,39.87,165573,,8510
"David, LudovicFrança (champagne)",39.83,11640,,3618
Derbusco CivesItàlia,39.81,69098,,4990
"Genèriques - ""Sports""França (champagne)",39.8,90471,,8886
"Launois, LéonFrança (champagne)",39.8,9074,,6378
BredifFrança (mousseux),39.79,34113,,917
MuréFrança (mousseux),39.76,115335,,1019
Lini OresteItàlia,39.75,34532,,2985
BarboliniItàlia,39.65,12750,,3267
JacopinFrança (champagne),39.64,2829,,2038
JongegezellenSud-àfrica,39.57,74702,,4098
Paladin ValentinoItàlia,39.56,60077,,3060
Cava Brot Vins de Taller,39.52,169161,Siurana d'Empordà,7745
Feneuil - PointillartFrança (champagne),39.5,9013,,1851
PatouxFrança (champagne),39.5,25776,,2344
Scavi & RayItàlia,39.49,12509,,2966
Vila Robert,39.49,6447,-,371
Cabellut,39.49,223761,-,8776
Montu' Cantina StoricaItàlia,39.49,11503,,3044
Nautilus de G & F,39.46,81828,Vilanova i la Geltrú,5065
"Mathelin, HervéFrança (champagne)",39.4,10675,,2242
"Bonningre-Durand, GérardFrança (champagne)",39.32,18784,,1500
Cave de GrenelleFrança (mousseux),39.22,26674,,928
Sorelle BroncaItàlia,39.2,76812,,5152
"Tixier, PaulFrança (champagne)",39.18,10085,,2582
Seppelt & SonsAustràlia,39.17,10016,,1157
David - MarléFrança (champagne),39.17,8641,,5591
Celles Sur OurceFrança (champagne),39.17,58797,,4715
RostovRússia,39.15,118048,,5843
"Taillet, EricFrança (champagne)",39.15,60848,,682
BrimoncourtFrança (champagne),39.15,164976,,5086
"Prieur, ClaudeFrança (champagne)",39.1,17382,,2427
ClérambaultFrança (champagne),39.07,6368,,1633
"Charpentier, JackyFrança (champagne)",39.05,2476,,1603
"Larmandier, GuyFrança (champagne)",39.03,9453,,6363
BonomiItàlia,38.99,60058,,3404
NeiranoItàlia,38.92,10950,,3052
Paille GérardFrança (champagne),38.91,16894,,2333
Palgueras,38.9,122206,Mollet del Vallés,6033
Rocche dei ManzoniItàlia,38.9,11001,,3102
Château de MontgueretFrança (mousseux),38.88,34079,,941
Cetro,38.86,82676,SANT LLORENÇ D'HORTONS,7809
GouletFrança (champagne),38.85,13571,,1945
O'zbekiston ShampaniUzbekistan,38.85,165274,,7614
Petit DésiréFrança (mousseux),38.81,28918,,1024
Astarbe - E,38.81,149770,-,6508
DelavenneFrança (champagne),38.61,54730,,1735
"Méa, GuyFrança (champagne)",38.6,17558,,5613
CamusFrança (champagne),38.55,24413,,1576
"Boulard, FrancisFrança (champagne)",38.54,91397,,5272
VanziniItàlia,38.54,24878,,3206
Grotta del SoleItàlia,38.54,15118,,2942
Duart de Sió. (Canals Nadal),38.53,244894,El Pla del Penedès,8973
Lolea - (M),38.53,252028,Cartagena,9188
Monte DelmaItàlia,38.52,33713,,3432
Balius.,38.48,117068,,8464
"Grumier, MauriceFrança (champagne)",38.48,102349,,4273
LacroixFrança (champagne),38.42,11012,,2078
North Veneta SPBRússia,38.41,160296,,6199
Caves Alves-NunoPortugal,38.33,121708,,1335
CudelFrança (champagne),38.32,74368,,3395
"Fresne, EmilienFrança (champagne)",38.24,28842,,6073
KesslerAlemanya,38.24,75092,,5080
"Rocourt, MichelFrança (champagne)",38.21,6852,,4074
AldeneyckBèlgica,38.21,51103,,5784
Palazzo Az. Agr.Itàlia,38.21,15963,,3061
Langa,38.18,150435,,8618
Bichot AlbertFrança (mousseux),38.17,107307,,5935
Bera F.LliItàlia,38.15,8801,,2743
Nieto SenetinerArgentina,38.12,75379,,4529
Cañalva,38.06,128218,,8625
MontesissaItàlia,38.03,12167,,3041
VarnierFrança (champagne),38.02,42593,,2615
WilhelmshofAlemanya,37.99,45779,,1230
BründlmayerÀustria,37.99,51256,,1163
Pirules francesesFrança (champagne),37.97,8604,,3272
Spagnol OrazioItàlia,37.95,93639,,5121
HurierFrança (champagne),37.94,10411,,2031
TörleyHongria,37.93,5189,,1318
Bodegas PomarVeneçuela,37.89,7967,,1361
ColonnaraItàlia,37.73,14930,,876
BrossoletteFrança (champagne),37.72,13555,,1555
"Vilmart, et CieFrança (champagne)",37.71,51999,,2652
Lajovial,37.7,135848,Mollerusa,6469
Grup Plaques Personalitzades Iplack,37.7,93132,,5701
Archs,37.69,89105,Sant Jaume dels Domenys,5478
Les CordeliersFrança (mousseux),37.68,89866,,1005
DenoisFrança (mousseux),37.67,25528,,964
Collard - ChardelleFrança (champagne),37.66,26064,,1647
FilipettiItàlia,37.65,8977,,2903
HostommeFrança (champagne),37.65,72049,,2018
PraskoveyskoyeRússia,37.61,131578,,5810
Maisonnave - M,37.6,104751,Cañete de las Torres,5876
Cider/SidraRússia,37.58,217271,,6551
Bortolin AngeloItàlia,37.56,43410,,2760
Bertrand - DelespierreFrança (champagne),37.55,176570,,3731
Masrabassa - M,37.48,147679,Bagà,7154
"Dumont, R.França (champagne)",37.44,53594,,3769
"Michel, JeanFrança (champagne)",37.42,35255,,4016
Ledru Marie-NoëlleFrança (champagne),37.42,104193,,2128
"Patis, ChFrança (champagne)",37.4,44457,,4296
Caveau BugisteFrança (mousseux),37.39,13324,,932
JosselinFrança (champagne),37.38,27253,,2062
NicaiseFrança (champagne),37.36,34346,,2315
Vezzoli AttilioItàlia,37.31,2817,,897
Lo SparviereItàlia,37.26,22639,,2987
"Blin, R. et FilsFrança (champagne)",37.25,91065,,3862
DesmoulinsFrança (champagne),37.25,15030,,1772
RothschildFrança (champagne),37.24,18240,,2500
LaborieSud-àfrica,37.24,51837,,4497
TemelionRússia,37.24,134121,,6751
Le Quattro TerreItàlia,37.24,69096,,5203
Assailly - LeclaireFrança (champagne),37.22,10233,,1389
ConcilioItàlia,37.22,14934,,2848
"Ariston, FilsFrança (champagne)",37.19,8233,,6012
EleuteriItàlia,37.16,26462,,2887
Cadel GuyFrança (champagne),37.16,59973,,1569
De FaveriItàlia,37.13,22034,,2874
Bodega del fin del mundoArgentina,37.12,87158,,4760
Chauvet HenriFrança (champagne),37.11,26769,,1612
TrépailFrança (champagne),37.1,23839,,2587
Lheureux (Maison)França (champagne),37.09,219555,,6245
Peligri ChristianFrança (champagne),37.09,27683,,2356
ChrétienFrança (champagne),37.03,69645,,1627
Leblond - LenoirFrança (champagne),37.01,18545,,5796
Puig Munts - M,36.97,140927,Bell-Lloc d'Urgell,6916
LantieriItàlia,36.95,51173,,4458
La FarraItàlia,36.95,71745,,3420
MontebelloFrança (champagne),36.92,12650,,2280
Celler Mas BerenguerAndorra,36.92,159589,,7467
Cock t'est BelleRússia,36.92,212535,,7290
"Secondé, Jean PierreFrança (champagne)",36.85,34074,,2538
Casal de GorcsXile,36.76,103545,,5001
Grup K no farte de naaa!!!,36.71,16968,,6959
LeconteFrança (champagne),36.65,10765,,2125
"Busin, JFrança (champagne)",36.65,24377,,3877
GranzamyFrança (champagne),36.63,18447,,1954
"Closquinet, RogerFrança (champagne)",36.62,40344,,5113
ValdugaBrasil,36.59,42002,,4351
Finca Calvestra,36.59,230074,UTIEL,8779
PierothAlemanya,36.59,95436,,5595
Huot Leon filsFrança (champagne),36.56,18201,,6413
Zucel,36.55,185908,,9172
RillingAlemanya,36.41,12987,,4870
VérticePortugal,36.38,45050,,1353
Herbelet ChristopheFrança (champagne),36.34,24344,,2008
Finca La Estacada - E,36.3,103959,Tarancón,8793
Decugnano Dei BarbiItàlia,36.3,29113,,2877
RitzFrança (champagne),36.29,8434,,2477
Vigneti PittaroItàlia,36.27,2809,,891
Mulet Viticultors,36.27,211030,Vilafranca del Penedès,8352
CerettoItàlia,36.27,2883,,871
Frore de Carme Eladio Piñeiro - E,36.27,210591,-,8326
Oiram,36.24,116924,,8467
Schloss GobelsburgÀustria,36.14,13087,,1168
Lacourte - GodbillonFrança (champagne),36.12,166421,,3992
"Delaunois, AndréFrança (champagne)",36.07,14848,,3617
Golubitskoe EstateRússia,36.07,191023,,8175
